key,value,timestamp,topic,partition,offset
b'BTC-USD',"{""pair"": ""BTC/USD"", ""price"": 99962.4, ""volume"": 0.00033391, ""timestamp"": ""2024-12-08T18:16:12.403806Z"", ""timestamp_ms"": 1733681772403}",1733681770981,trades,0,30268
b'BTC-USD',"{""pair"": ""BTC/USD"", ""price"": 99962.4, ""volume"": 0.00024267, ""timestamp"": ""2024-12-08T18:16:12.403806Z"", ""timestamp_ms"": 1733681772403}",1733681770981,trades,0,30269
b'BTC-USD',"{""pair"": ""BTC/USD"", ""price"": 99996.8, ""volume"": 0.13866415, ""timestamp"": ""2024-12-08T18:16:14.388384Z"", ""timestamp_ms"": 1733681774388}",1733681772937,trades,0,30270
b'BTC-USD',"{""pair"": ""BTC/USD"", ""price"": 99996.8, ""volume"": 0.0098507, ""timestamp"": ""2024-12-08T18:16:14.388384Z"", ""timestamp_ms"": 1733681774388}",1733681772937,trades,0,30271
b'PEPE-USD',"{""pair"": ""PEPE/USD"", ""price"": 2.6398e-05, ""volume"": 189415265.39522, ""timestamp"": ""2024-12-08T18:16:14.389986Z"", ""timestamp_ms"": 1733681774389}",1733681772940,trades,0,30272
b'PEPE-USD',"{""pair"": ""PEPE/USD"", ""price"": 2.64e-05, ""volume"": 9039727.53621, ""timestamp"": ""2024-12-08T18:16:14.389986Z"", ""timestamp_ms"": 1733681774389}",1733681772940,trades,0,30273
b'PEPE-USD',"{""pair"": ""PEPE/USD"", ""price"": 2.6401e-05, ""volume"": 355466476.06857, ""timestamp"": ""2024-12-08T18:16:14.389986Z"", ""timestamp_ms"": 1733681774389}",1733681772940,trades,0,30274
b'DOGE-USD',"{""pair"": ""DOGE/USD"", ""price"": 0.4655298, ""volume"": 18.23579455, ""timestamp"": ""2024-12-08T18:16:20.731181Z"", ""timestamp_ms"": 1733681780731}",1733681779324,trades,0,30275
b'DOGE-USD',"{""pair"": ""DOGE/USD"", ""price"": 0.4658071, ""volume"": 21.96420545, ""timestamp"": ""2024-12-08T18:16:20.731181Z"", ""timestamp_ms"": 1733681780731}",1733681779324,trades,0,30276
b'BTC-USD',"{""pair"": ""BTC/USD"", ""price"": 99996.8, ""volume"": 0.00077, ""timestamp"": ""2024-12-08T18:16:21.316967Z"", ""timestamp_ms"": 1733681781316}",1733681779865,trades,0,30277
b'ETH-USD',"{""pair"": ""ETH/USD"", ""price"": 3984.19, ""volume"": 0.00230108, ""timestamp"": ""2024-12-08T18:16:24.470713Z"", ""timestamp_ms"": 1733681784470}",1733681783020,trades,0,30278
b'ETH-USD',"{""pair"": ""ETH/USD"", ""price"": 3984.19, ""volume"": 9.496e-05, ""timestamp"": ""2024-12-08T18:16:24.470713Z"", ""timestamp_ms"": 1733681784470}",1733681783020,trades,0,30279
b'PEPE-USD',"{""pair"": ""PEPE/USD"", ""price"": 2.6388e-05, ""volume"": 353802.0, ""timestamp"": ""2024-12-08T18:16:24.472325Z"", ""timestamp_ms"": 1733681784472}",1733681783022,trades,0,30280
b'ETH-USD',"{""pair"": ""ETH/USD"", ""price"": 3984.2, ""volume"": 0.06125032, ""timestamp"": ""2024-12-08T18:16:24.649749Z"", ""timestamp_ms"": 1733681784649}",1733681783199,trades,0,30281
b'BTC-USD',"{""pair"": ""BTC/USD"", ""price"": 99996.8, ""volume"": 0.00441458, ""timestamp"": ""2024-12-08T18:16:27.648232Z"", ""timestamp_ms"": 1733681787648}",1733681786284,trades,0,30282
b'PEPE-USD',"{""pair"": ""PEPE/USD"", ""price"": 2.6384e-05, ""volume"": 735956.0, ""timestamp"": ""2024-12-08T18:16:27.895216Z"", ""timestamp_ms"": 1733681787895}",1733681786445,trades,0,30283
b'ETH-USD',"{""pair"": ""ETH/USD"", ""price"": 3982.95, ""volume"": 0.0249486, ""timestamp"": ""2024-12-08T18:16:34.043589Z"", ""timestamp_ms"": 1733681794043}",1733681792632,trades,0,30284
b'PEPE-USD',"{""pair"": ""PEPE/USD"", ""price"": 2.6383e-05, ""volume"": 3032594.61, ""timestamp"": ""2024-12-08T18:16:35.366255Z"", ""timestamp_ms"": 1733681795366}",1733681793922,trades,0,30285
b'BTC-USD',"{""pair"": ""BTC/USD"", ""price"": 99996.8, ""volume"": 0.00059999, ""timestamp"": ""2024-12-08T18:16:35.844022Z"", ""timestamp_ms"": 1733681795844}",1733681794398,trades,0,30286
b'BTC-USD',"{""pair"": ""BTC/USD"", ""price"": 99996.8, ""volume"": 0.00022385, ""timestamp"": ""2024-12-08T18:16:36.329862Z"", ""timestamp_ms"": 1733681796329}",1733681794877,trades,0,30287
b'ETH-USD',"{""pair"": ""ETH/USD"", ""price"": 3982.95, ""volume"": 0.01215133, ""timestamp"": ""2024-12-08T18:16:37.242781Z"", ""timestamp_ms"": 1733681797242}",1733681795807,trades,0,30288
b'BTC-USD',"{""pair"": ""BTC/USD"", ""price"": 99996.9, ""volume"": 5.12e-05, ""timestamp"": ""2024-12-08T18:16:41.033538Z"", ""timestamp_ms"": 1733681801033}",1733681799582,trades,0,30289
b'BTC-USD',"{""pair"": ""BTC/USD"", ""price"": 99996.9, ""volume"": 0.00014585, ""timestamp"": ""2024-12-08T18:16:41.033538Z"", ""timestamp_ms"": 1733681801033}",1733681799582,trades,0,30290
b'DOGE-USD',"{""pair"": ""DOGE/USD"", ""price"": 0.4652247, ""volume"": 142.0, ""timestamp"": ""2024-12-08T18:16:44.168560Z"", ""timestamp_ms"": 1733681804168}",1733681802718,trades,0,30291
b'PEPE-USD',"{""pair"": ""PEPE/USD"", ""price"": 2.6383e-05, ""volume"": 102540016.75818, ""timestamp"": ""2024-12-08T18:16:45.819043Z"", ""timestamp_ms"": 1733681805819}",1733681804370,trades,0,30292
b'PEPE-USD',"{""pair"": ""PEPE/USD"", ""price"": 2.6383e-05, ""volume"": 12017424.03769, ""timestamp"": ""2024-12-08T18:16:45.824192Z"", ""timestamp_ms"": 1733681805824}",1733681804373,trades,0,30293
b'PEPE-USD',"{""pair"": ""PEPE/USD"", ""price"": 2.6383e-05, ""volume"": 20806981.48124, ""timestamp"": ""2024-12-08T18:16:45.838642Z"", ""timestamp_ms"": 1733681805838}",1733681804418,trades,0,30294
b'PEPE-USD',"{""pair"": ""PEPE/USD"", ""price"": 2.6383e-05, ""volume"": 123366152.98533, ""timestamp"": ""2024-12-08T18:16:45.865985Z"", ""timestamp_ms"": 1733681805865}",1733681804419,trades,0,30295
b'DOGE-USD',"{""pair"": ""DOGE/USD"", ""price"": 0.4652246, ""volume"": 100.0, ""timestamp"": ""2024-12-08T18:16:50.807230Z"", ""timestamp_ms"": 1733681810807}",1733681809375,trades,0,30296
b'PEPE-USD',"{""pair"": ""PEPE/USD"", ""price"": 2.6383e-05, ""volume"": 185736779.90039, ""timestamp"": ""2024-12-08T18:16:51.685101Z"", ""timestamp_ms"": 1733681811685}",1733681810247,trades,0,30297
b'PEPE-USD',"{""pair"": ""PEPE/USD"", ""price"": 2.6383e-05, ""volume"": 185736709.49603, ""timestamp"": ""2024-12-08T18:16:51.688314Z"", ""timestamp_ms"": 1733681811688}",1733681810248,trades,0,30298
b'PEPE-USD',"{""pair"": ""PEPE/USD"", ""price"": 2.6383e-05, ""volume"": 185736709.49603, ""timestamp"": ""2024-12-08T18:16:51.691400Z"", ""timestamp_ms"": 1733681811691}",1733681810248,trades,0,30299
b'PEPE-USD',"{""pair"": ""PEPE/USD"", ""price"": 2.6383e-05, ""volume"": 57627851.71799, ""timestamp"": ""2024-12-08T18:16:51.694323Z"", ""timestamp_ms"": 1733681811694}",1733681810249,trades,0,30300
b'BTC-USD',"{""pair"": ""BTC/USD"", ""price"": 99996.9, ""volume"": 0.00032128, ""timestamp"": ""2024-12-08T18:16:51.724519Z"", ""timestamp_ms"": 1733681811724}",1733681810272,trades,0,30301
b'BTC-USD',"{""pair"": ""BTC/USD"", ""price"": 99996.8, ""volume"": 0.00206436, ""timestamp"": ""2024-12-08T18:16:53.812830Z"", ""timestamp_ms"": 1733681813812}",1733681812361,trades,0,30302
b'DOGE-USD',"{""pair"": ""DOGE/USD"", ""price"": 0.4649054, ""volume"": 17.09462756, ""timestamp"": ""2024-12-08T18:16:55.359891Z"", ""timestamp_ms"": 1733681815359}",1733681813908,trades,0,30303
b'PEPE-USD',"{""pair"": ""PEPE/USD"", ""price"": 2.638e-05, ""volume"": 117748923.91176, ""timestamp"": ""2024-12-08T18:16:56.111028Z"", ""timestamp_ms"": 1733681816111}",1733681814766,trades,0,30304
b'PEPE-USD',"{""pair"": ""PEPE/USD"", ""price"": 2.638e-05, ""volume"": 21801899.53818, ""timestamp"": ""2024-12-08T18:16:56.114390Z"", ""timestamp_ms"": 1733681816114}",1733681814766,trades,0,30305
b'PEPE-USD',"{""pair"": ""PEPE/USD"", ""price"": 2.638e-05, ""volume"": 3274303.93857, ""timestamp"": ""2024-12-08T18:16:56.119595Z"", ""timestamp_ms"": 1733681816119}",1733681814767,trades,0,30306
b'PEPE-USD',"{""pair"": ""PEPE/USD"", ""price"": 2.638e-05, ""volume"": 12099670.32121, ""timestamp"": ""2024-12-08T18:16:56.127489Z"", ""timestamp_ms"": 1733681816127}",1733681814767,trades,0,30307
b'PEPE-USD',"{""pair"": ""PEPE/USD"", ""price"": 2.638e-05, ""volume"": 25780311.5397, ""timestamp"": ""2024-12-08T18:16:56.136892Z"", ""timestamp_ms"": 1733681816136}",1733681814768,trades,0,30308
b'DOGE-USD',"{""pair"": ""DOGE/USD"", ""price"": 0.4648987, ""volume"": 605.0, ""timestamp"": ""2024-12-08T18:16:58.967331Z"", ""timestamp_ms"": 1733681818967}",1733681817531,trades,0,30309
b'BTC-USD',"{""pair"": ""BTC/USD"", ""price"": 99996.9, ""volume"": 0.00029269, ""timestamp"": ""2024-12-08T18:17:00.933889Z"", ""timestamp_ms"": 1733681820933}",1733681819564,trades,0,30310
b'PEPE-USD',"{""pair"": ""PEPE/USD"", ""price"": 2.6351e-05, ""volume"": 1138476.71815, ""timestamp"": ""2024-12-08T18:17:02.916198Z"", ""timestamp_ms"": 1733681822916}",1733681821520,trades,0,30311
b'BTC-USD',"{""pair"": ""BTC/USD"", ""price"": 99996.9, ""volume"": 0.00024018, ""timestamp"": ""2024-12-08T18:17:03.800496Z"", ""timestamp_ms"": 1733681823800}",1733681822431,trades,0,30312
b'BTC-USD',"{""pair"": ""BTC/USD"", ""price"": 99996.9, ""volume"": 0.00012812, ""timestamp"": ""2024-12-08T18:17:03.800496Z"", ""timestamp_ms"": 1733681823800}",1733681822432,trades,0,30313
b'BTC-USD',"{""pair"": ""BTC/USD"", ""price"": 99996.9, ""volume"": 0.00461185, ""timestamp"": ""2024-12-08T18:17:03.800496Z"", ""timestamp_ms"": 1733681823800}",1733681822432,trades,0,30314
b'BTC-USD',"{""pair"": ""BTC/USD"", ""price"": 99996.8, ""volume"": 9.056e-05, ""timestamp"": ""2024-12-08T18:17:03.908799Z"", ""timestamp_ms"": 1733681823908}",1733681822459,trades,0,30315
b'PEPE-USD',"{""pair"": ""PEPE/USD"", ""price"": 2.6329e-05, ""volume"": 18250616.37926, ""timestamp"": ""2024-12-08T18:17:10.186527Z"", ""timestamp_ms"": 1733681830186}",1733681828780,trades,0,30316
b'PEPE-USD',"{""pair"": ""PEPE/USD"", ""price"": 2.633e-05, ""volume"": 37750000.0, ""timestamp"": ""2024-12-08T18:17:10.186527Z"", ""timestamp_ms"": 1733681830186}",1733681828781,trades,0,30317
b'PEPE-USD',"{""pair"": ""PEPE/USD"", ""price"": 2.6331e-05, ""volume"": 2776996.0963, ""timestamp"": ""2024-12-08T18:17:10.186527Z"", ""timestamp_ms"": 1733681830186}",1733681828781,trades,0,30318
b'PEPE-USD',"{""pair"": ""PEPE/USD"", ""price"": 2.6337e-05, ""volume"": 16991209.52444, ""timestamp"": ""2024-12-08T18:17:10.186527Z"", ""timestamp_ms"": 1733681830186}",1733681828781,trades,0,30319
b'DOGE-USD',"{""pair"": ""DOGE/USD"", ""price"": 0.4648991, ""volume"": 5000.0, ""timestamp"": ""2024-12-08T18:17:11.854285Z"", ""timestamp_ms"": 1733681831854}",1733681830426,trades,0,30320
b'DOGE-USD',"{""pair"": ""DOGE/USD"", ""price"": 0.4645036, ""volume"": 8335.68636382, ""timestamp"": ""2024-12-08T18:17:15.072257Z"", ""timestamp_ms"": 1733681835072}",1733681833621,trades,0,30321
b'DOGE-USD',"{""pair"": ""DOGE/USD"", ""price"": 0.4645036, ""volume"": 127.29648054, ""timestamp"": ""2024-12-08T18:17:15.072257Z"", ""timestamp_ms"": 1733681835072}",1733681833621,trades,0,30322
b'DOGE-USD',"{""pair"": ""DOGE/USD"", ""price"": 0.4644326, ""volume"": 1427.9, ""timestamp"": ""2024-12-08T18:17:15.072257Z"", ""timestamp_ms"": 1733681835072}",1733681833622,trades,0,30323
b'DOGE-USD',"{""pair"": ""DOGE/USD"", ""price"": 0.4643932, ""volume"": 2720.68215122, ""timestamp"": ""2024-12-08T18:17:15.072257Z"", ""timestamp_ms"": 1733681835072}",1733681833622,trades,0,30324
b'PEPE-USD',"{""pair"": ""PEPE/USD"", ""price"": 2.63e-05, ""volume"": 743098.0, ""timestamp"": ""2024-12-08T18:17:15.123868Z"", ""timestamp_ms"": 1733681835123}",1733681833672,trades,0,30325
b'DOGE-USD',"{""pair"": ""DOGE/USD"", ""price"": 0.4645229, ""volume"": 3615.28851992, ""timestamp"": ""2024-12-08T18:17:18.510828Z"", ""timestamp_ms"": 1733681838510}",1733681837060,trades,0,30326
b'DOGE-USD',"{""pair"": ""DOGE/USD"", ""price"": 0.4645229, ""volume"": 1384.71148008, ""timestamp"": ""2024-12-08T18:17:18.513547Z"", ""timestamp_ms"": 1733681838513}",1733681837062,trades,0,30327
b'DOGE-USD',"{""pair"": ""DOGE/USD"", ""price"": 0.4645229, ""volume"": 23.70421737, ""timestamp"": ""2024-12-08T18:17:18.513547Z"", ""timestamp_ms"": 1733681838513}",1733681837062,trades,0,30328
b'BTC-USD',"{""pair"": ""BTC/USD"", ""price"": 99996.9, ""volume"": 0.00122228, ""timestamp"": ""2024-12-08T18:17:20.228718Z"", ""timestamp_ms"": 1733681840228}",1733681838800,trades,0,30329
b'ETH-USD',"{""pair"": ""ETH/USD"", ""price"": 3982.0, ""volume"": 0.002, ""timestamp"": ""2024-12-08T18:17:22.771736Z"", ""timestamp_ms"": 1733681842771}",1733681841396,trades,0,30330
b'ETH-USD',"{""pair"": ""ETH/USD"", ""price"": 3982.0, ""volume"": 0.002, ""timestamp"": ""2024-12-08T18:17:22.771736Z"", ""timestamp_ms"": 1733681842771}",1733681841397,trades,0,30331
b'ETH-USD',"{""pair"": ""ETH/USD"", ""price"": 3981.53, ""volume"": 0.09950495, ""timestamp"": ""2024-12-08T18:17:22.771736Z"", ""timestamp_ms"": 1733681842771}",1733681841397,trades,0,30332
b'ETH-USD',"{""pair"": ""ETH/USD"", ""price"": 3981.38, ""volume"": 0.09451485, ""timestamp"": ""2024-12-08T18:17:22.771736Z"", ""timestamp_ms"": 1733681842771}",1733681841397,trades,0,30333
b'BTC-USD',"{""pair"": ""BTC/USD"", ""price"": 99996.8, ""volume"": 0.00040944, ""timestamp"": ""2024-12-08T18:17:30.347856Z"", ""timestamp_ms"": 1733681850347}",1733681848902,trades,0,30334
b'BTC-USD',"{""pair"": ""BTC/USD"", ""price"": 99996.8, ""volume"": 0.0005, ""timestamp"": ""2024-12-08T18:17:30.347856Z"", ""timestamp_ms"": 1733681850347}",1733681848903,trades,0,30335
b'BTC-USD',"{""pair"": ""BTC/USD"", ""price"": 99996.8, ""volume"": 0.0005, ""timestamp"": ""2024-12-08T18:17:30.347856Z"", ""timestamp_ms"": 1733681850347}",1733681848903,trades,0,30336
b'BTC-USD',"{""pair"": ""BTC/USD"", ""price"": 99996.8, ""volume"": 0.0005, ""timestamp"": ""2024-12-08T18:17:30.347856Z"", ""timestamp_ms"": 1733681850347}",1733681848903,trades,0,30337
b'BTC-USD',"{""pair"": ""BTC/USD"", ""price"": 99996.8, ""volume"": 0.0005, ""timestamp"": ""2024-12-08T18:17:30.347856Z"", ""timestamp_ms"": 1733681850347}",1733681848903,trades,0,30338
b'BTC-USD',"{""pair"": ""BTC/USD"", ""price"": 99996.8, ""volume"": 0.0005, ""timestamp"": ""2024-12-08T18:17:30.347856Z"", ""timestamp_ms"": 1733681850347}",1733681848904,trades,0,30339
b'BTC-USD',"{""pair"": ""BTC/USD"", ""price"": 99996.8, ""volume"": 0.0005, ""timestamp"": ""2024-12-08T18:17:30.347856Z"", ""timestamp_ms"": 1733681850347}",1733681848904,trades,0,30340
b'BTC-USD',"{""pair"": ""BTC/USD"", ""price"": 99996.8, ""volume"": 0.0005, ""timestamp"": ""2024-12-08T18:17:30.347856Z"", ""timestamp_ms"": 1733681850347}",1733681848904,trades,0,30341
b'BTC-USD',"{""pair"": ""BTC/USD"", ""price"": 99987.3, ""volume"": 7.12e-05, ""timestamp"": ""2024-12-08T18:17:30.347856Z"", ""timestamp_ms"": 1733681850347}",1733681848904,trades,0,30342
b'BTC-USD',"{""pair"": ""BTC/USD"", ""price"": 99976.0, ""volume"": 7.12e-05, ""timestamp"": ""2024-12-08T18:17:30.347857Z"", ""timestamp_ms"": 1733681850347}",1733681848904,trades,0,30343
b'BTC-USD',"{""pair"": ""BTC/USD"", ""price"": 99962.4, ""volume"": 0.00400197, ""timestamp"": ""2024-12-08T18:17:30.347857Z"", ""timestamp_ms"": 1733681850347}",1733681848905,trades,0,30344
b'BTC-USD',"{""pair"": ""BTC/USD"", ""price"": 99962.1, ""volume"": 0.01408731, ""timestamp"": ""2024-12-08T18:17:32.176641Z"", ""timestamp_ms"": 1733681852176}",1733681850798,trades,0,30345
b'BTC-USD',"{""pair"": ""BTC/USD"", ""price"": 99962.0, ""volume"": 0.000369, ""timestamp"": ""2024-12-08T18:17:32.892095Z"", ""timestamp_ms"": 1733681852892}",1733681851513,trades,0,30346
b'ETH-USD',"{""pair"": ""ETH/USD"", ""price"": 3981.38, ""volume"": 0.01964208, ""timestamp"": ""2024-12-08T18:17:33.150617Z"", ""timestamp_ms"": 1733681853150}",1733681851703,trades,0,30347
